adresse;name;signatur
0x0043a9f0;RenderBuildingMenu_Keep;void RenderBuildingMenu_Keep(void)
0x0043af40;RenderBuildingMenu_Inn;void RenderBuildingMenu_Inn(void)
0x0043b3b0;RenderBuildingMenu_Granary;void RenderBuildingMenu_Granary(void)
0x0043b910;RenderBuildingMenu_Fletcher;void RenderBuildingMenu_Fletcher(void)
0x0043b950;RenderBuildingMenu_Blacksmith;void RenderBuildingMenu_Blacksmith(void)
0x0043b990;RenderBuildingMenu_Poleturner;void RenderBuildingMenu_Poleturner(void)
0x0043b9d0;RenderBuildingMenu_Armourer;void RenderBuildingMenu_Armourer(void)
0x0043ba80;RenderBuildingMenu_Tanner;void RenderBuildingMenu_Tanner(void)
0x0043bb30;RenderBuildingMenu_Bakery;void RenderBuildingMenu_Bakery(void)
0x0043bb70;RenderBuildingMenu_Brewery;void RenderBuildingMenu_Brewery(void)
0x0043bbb0;RenderBuildingMenu_Outpost;void RenderBuildingMenu_Outpost(void)
0x0043bd60;RenderBuildingMenu_House;void RenderBuildingMenu_House(void)
0x0043bde0;RenderBuildingMenu_WoodcutterShut;void RenderBuildingMenu_WoodcutterShut(void)
0x0043be20;RenderBuildingMenu_OxThether;void RenderBuildingMenu_OxThether(void)
0x0043bea0;RenderBuildingMenu_Quarry;void RenderBuildingMenu_Quarry(void)
0x0043bee0;RenderBuildingMenu_Ironmine;void RenderBuildingMenu_Ironmine(void)
0x0043bf20;RenderBuildingMenu_PitchRig;void RenderBuildingMenu_PitchRig(void)
0x0043bf60;RenderBuildingMenu_HuntersHut;void RenderBuildingMenu_HuntersHut(void)
0x0043bfa0;RenderBuildingMenu_Apothecary;void RenderBuildingMenu_Apothecary(void)
0x0043c0a0;RenderBuildingMenu_Wheatfarm;void RenderBuildingMenu_Wheatfarm(void)
0x0043c0e0;RenderBuildingMenu_Hopfarm;void RenderBuildingMenu_Hopfarm(void)
0x0043c120;RenderBuildingMenu_Applefarm;void RenderBuildingMenu_Applefarm(void)
0x0043c160;RenderBuildingMenu_Diaryfarm;void RenderBuildingMenu_Diaryfarm(void)
0x0043c1a0;RenderBuildingMenu_Mill;void RenderBuildingMenu_Mill(void)
0x0043c1e0;RenderBuildingMenu_ChapelAndChurch;void RenderBuildingMenu_ChapelAndChurch(void)
0x0043c6a0;RenderBuildingMenu_Stockpile;void RenderBuildingMenu_Stockpile(void)
0x0043c840;RenderBuildingMenu_Armory;void RenderBuildingMenu_Armory(void)
0x0043c9f0;RenderBuildingMenu_Quarry_Stonepile;void RenderBuildingMenu_Quarry_Stonepile(void)
0x0043ca70;RenderBuildingMenu_Engineersguild;void RenderBuildingMenu_Engineersguild(void)
0x0043cb00;RenderBuildingMenu_Tunnelersguild;void RenderBuildingMenu_Tunnelersguild(void)
0x0043cb90;RenderBuildingMenu_Cathedral;void RenderBuildingMenu_Cathedral(void)
0x0043cc30;RenderPeasantMenu_CurrentActionUnk;void RenderPeasantMenu_CurrentActionUnk(int unitID, int xPos, int yPos)
0x0043cdb0;RenderBuildingMenu_Marketplace;void RenderBuildingMenu_Marketplace(void)
0x0043ce30;RenderBuildingMenu_Marketplace_Stonks;void RenderBuildingMenu_Marketplace_Stonks(void)
0x0043d070;RenderBuildingMenu_Marketplace_Food;void RenderBuildingMenu_Marketplace_Food(void)
0x0043d120;RenderBuildingMenu_Marketplace_Resource;void RenderBuildingMenu_Marketplace_Resource(void)
0x0043d1d0;RenderBuildingMenu_Marketplace_Weapons;void RenderBuildingMenu_Marketplace_Weapons(void)
0x0043d280;RenderBuildingMenu_Marketplace_Trade;void RenderBuildingMenu_Marketplace_Trade(void)
0x0043d420;RenderBuildingMenu_Well;void RenderBuildingMenu_Well(void)
0x0043d460;RenderBuildingMenu_WaterPot;void RenderBuildingMenu_WaterPot(void)
0x0043d4a0;RenderBuildingMenu_Oilsmelter;void RenderBuildingMenu_Oilsmelter(void)
0x0043d520;RenderBuildingMenu_Stables;void RenderBuildingMenu_Stables(void)
0x0043d690;RenderBuildingMenu_Drawbridge;void RenderBuildingMenu_Drawbridge(void)
0x0043d6d0;RenderBuildingMenu_Unused_PosternGate;void RenderBuildingMenu_Unused_PosternGate(void)
0x0043d710;RenderBuildingMenu_TunnelEntrance;void RenderBuildingMenu_TunnelEntrance(void)
0x0043d750;RenderBuildingMenu_Signpost;void RenderBuildingMenu_Signpost(void)
0x0043d790;RenderBuildingMenu_KillingPit;void RenderBuildingMenu_KillingPit(void)
0x0043d7d0;RenderBuildingMenu_Campfire;void RenderBuildingMenu_Campfire(void)
0x0043d850;RenderBuildingMenu_Gallows;void RenderBuildingMenu_Gallows(void)
0x0043d890;RenderBuildingMenu_Stocks;void RenderBuildingMenu_Stocks(void)
0x0043d8d0;RenderBuildingMenu_Unused_Witchhoist;void RenderBuildingMenu_Unused_Witchhoist(void)
0x0043d910;RenderBuildingMenu_Maypole;void RenderBuildingMenu_Maypole(void)
0x0043d950;RenderBuildingMenu_Gardens;void RenderBuildingMenu_Gardens(void)
0x0043d990;RenderBuildingMenu_TrainingGrounds;void RenderBuildingMenu_TrainingGrounds(void)
0x0043d9d0;RenderBuildingMenu_CessPit;void RenderBuildingMenu_CessPit(void)
0x0043da10;RenderBuildingMenu_BurningStake;void RenderBuildingMenu_BurningStake(void)
0x0043da50;RenderBuildingMenu_Gibbet;void RenderBuildingMenu_Gibbet(void)
0x0043da90;RenderBuildingMenu_Dungeon;void RenderBuildingMenu_Dungeon(void)
0x0043dad0;RenderBuildingMenu_StretchingRack;void RenderBuildingMenu_StretchingRack(void)
0x0043db10;RenderBuildingMenu_Unused_FloggingRack;void RenderBuildingMenu_Unused_FloggingRack(void)
0x0043db50;RenderBuildingMenu_ChoppingBlock;void RenderBuildingMenu_ChoppingBlock(void)
0x0043db90;RenderBuildingMenu_DunkingStool;void RenderBuildingMenu_DunkingStool(void)
0x0043dbd0;RenderBuildingMenu_DogCage;void RenderBuildingMenu_DogCage(void)
0x0043dc60;RenderBuildingMenu_Statue;void RenderBuildingMenu_Statue(void)
0x0043dd30;RenderBuildingMenu_Shrine;void RenderBuildingMenu_Shrine(void)
0x0043dd70;RenderBuildingMenu_Unused_BeeHive;void RenderBuildingMenu_Unused_BeeHive(void)
0x0043ddb0;RenderBuildingMenu_DancingBear;void RenderBuildingMenu_DancingBear(void)
0x0043ddf0;RenderBuildingMenu_Unused_Pond;void RenderBuildingMenu_Unused_Pond(void)
0x0043de30;RenderBuildingMenu_Unused_BearCave;void RenderBuildingMenu_Unused_BearCave(void)
0x0043de70;RenderBuildingMenu_Siegetent_Catapult;void RenderBuildingMenu_Siegetent_Catapult(void)
0x0043df40;RenderBuildingMenu_Siegetent_Fireballista;void RenderBuildingMenu_Siegetent_Fireballista(void)
0x0043e010;RenderBuildingMenu_Siegetent_Trebuchet;void RenderBuildingMenu_Siegetent_Trebuchet(void)
0x0043e0e0;RenderBuildingMenu_Siegetent_Siegetower;void RenderBuildingMenu_Siegetent_Siegetower(void)
0x0043e1b0;RenderBuildingMenu_Siegetent_BatteringRam;void RenderBuildingMenu_Siegetent_BatteringRam(void)
0x0043e280;RenderBuildingMenu_Siegetent_Shield;void RenderBuildingMenu_Siegetent_Shield(void)
0x0043e350;RenderBuildingMenu_RenderTowerAndGateHealth;void RenderBuildingMenu_RenderTowerAndGateHealth(void)
0x0043e490;MenuItemActionHandler_BuildingAndStatusMenu_StatusMenuButtons;void MenuItemActionHandler_BuildingAndStatusMenu_StatusMenuButtons(int param_1, ...)
0x0043e4e0;MenuItemRenderFunction_BuildingAndStatusMenu_StatusMainMenuButtons;void MenuItemRenderFunction_BuildingAndStatusMenu_StatusMainMenuButtons(int param_1, ...)
0x0043e540;SomePopularityRelatedComputation;int SomePopularityRelatedComputation(void)
0x0043e5a0;SomeFearFactorComputation;undefined SomeFearFactorComputation(void)
0x0043e5f0;SomeGoldRelatedComputation;int SomeGoldRelatedComputation(void)
0x0043e6c0;RenderStatusMenu_Popularity;void RenderStatusMenu_Popularity(void)
0x0043f2b0;MenuItemActionHandler_BuildingAndStatusMenu_PopularityMenuSwitchButtonUnk;void MenuItemActionHandler_BuildingAndStatusMenu_PopularityMenuSwitchButtonUnk(void)
0x0043f2c0;MenuItemRenderFunction_BuildingAndStatusMenu_PopularityMenuSwitchButton;void MenuItemRenderFunction_BuildingAndStatusMenu_PopularityMenuSwitchButton(int param_1, ...)
0x0043f2f0;RenderStatusMenu_FearFactor;void RenderStatusMenu_FearFactor(void)
0x0043f6a0;RenderStatusMenu_Population;void RenderStatusMenu_Population(void)
0x0043fac0;RenderStatusMenu_Food;void RenderStatusMenu_Food(void)
0x0043fbb0;MenuItemActionHandler_BuildingAndStatusMenu_DisableFoodType;void MenuItemActionHandler_BuildingAndStatusMenu_DisableFoodType(int param_1, ...)
0x0043fbf0;MenuItemRenderFunction_BuildingAndStatusMenu_DisableFoodType;void MenuItemRenderFunction_BuildingAndStatusMenu_DisableFoodType(int foodType, ...)
0x0043fc80;MenuItemActionHandler_BuildingAndStatusMenu_ArmySwitchButton;void MenuItemActionHandler_BuildingAndStatusMenu_ArmySwitchButton(void)
0x0043fca0;MenuItemRenderFunction_BuildingAndStatusMenu_ArmyStatusSwitchButton;void MenuItemRenderFunction_BuildingAndStatusMenu_ArmyStatusSwitchButton(void)
0x0043fcb0;MenuItemRenderFunction_BuildingAndStatusMenu_ArmyStatusReturn;void MenuItemRenderFunction_BuildingAndStatusMenu_ArmyStatusReturn(int param_1, ...)
0x0043fd30;RenderStatusMenu_Resources;void RenderStatusMenu_Resources(void)
0x0043fe10;RenderStatusMenu_Religion;void RenderStatusMenu_Religion(void)
0x004401a0;RenderStatusMenu_Weapons;void RenderStatusMenu_Weapons(void)
0x00440280;MenuItemActionHandler_BuildingAndStatusMenu_ReturnToBuildMenu;void MenuItemActionHandler_BuildingAndStatusMenu_ReturnToBuildMenu(int param_1, ...)
0x00440360;CountPlayerUnitsByType;void CountPlayerUnitsByType(void)
0x004403d0;MenuView_UnusedHelpTextEditor_Prepare;void MenuView_UnusedHelpTextEditor_Prepare(void)
0x00440400;MenuView_UnusedHelpTextEditor_DoEveryFrame;void MenuView_UnusedHelpTextEditor_DoEveryFrame(void)
0x00440410;MenuItemFunction_General_Unknown;void MenuItemFunction_General_Unknown(int param_1, ...)
0x00440420;MenuItemActionHandler_UnusedOldTitleMenu_General;void MenuItemActionHandler_UnusedOldTitleMenu_General(int param_1, ...)
0x00440430;SetCursorDependingOnProgramState;HCURSOR SetCursorDependingOnProgramState(void)
0x00440560;MenuView_GameStartEnterName_Prepare;void MenuView_GameStartEnterName_Prepare(void * param_1)
0x004406f0;MenuView_GameStartEnterName_DoInitial;void MenuView_GameStartEnterName_DoInitial(void)
0x00440770;MenuItemActionHandler_CustomScenarios_Main;void MenuItemActionHandler_CustomScenarios_Main(int param_1, ...)
0x004409c0;MenuView_Unknown61ReturnToSkrimishMenuUnk_Prepare;void MenuView_Unknown61ReturnToSkrimishMenuUnk_Prepare(void)
0x00440a50;MenuItemActionHandler_LobbyMenu_MapSelectHeader;void MenuItemActionHandler_LobbyMenu_MapSelectHeader(int param_1, ...)
0x00440e50;MenuItemActionHandler_LobbyMenu_PlayerListAndNpcButtons;void MenuItemActionHandler_LobbyMenu_PlayerListAndNpcButtons(int param_1, ...)
0x004410d0;DisplayMapDescriptionAndAllocatePlayersToSlots;void DisplayMapDescriptionAndAllocatePlayersToSlots(void)
0x00441270;LaunchSkirmishGame;void LaunchSkirmishGame(int whichCastle)
0x00442640;MenuItemActionHandler_LobbyMenu_LobbyscreenStartButtonClick;void MenuItemActionHandler_LobbyMenu_LobbyscreenStartButtonClick(int param_1, ...)
0x00442c30;MenuItemActionHandler_SingleplayerMapChoice_MapTable;void MenuItemActionHandler_SingleplayerMapChoice_MapTable(int param_1, ...)
0x00442f40;MenuItemActionHandler_SingleplayerMapChoice_Scrollbar;void MenuItemActionHandler_SingleplayerMapChoice_Scrollbar(int param_1, int param_2, int * minValue, int * maxValue, int * currentValue)
0x00443070;MenuItemActionHandler_MapEditorProperties_MainButtons;void MenuItemActionHandler_MapEditorProperties_MainButtons(int param_1, ...)
0x004437e0;MenuItemActionHandler_UnusedCreateSiege_SiegeThat;void MenuItemActionHandler_UnusedCreateSiege_SiegeThat(int param_1, ...)
0x00443a30;MenuItemActionHandler_MapEditorLandscaping_QueueCommandCallback;void MenuItemActionHandler_MapEditorLandscaping_QueueCommandCallback(void)
0x00444410;MenuItemActionHandler_General_ToolbarButtonPressed;void MenuItemActionHandler_General_ToolbarButtonPressed(MappersEnum buttonID)
0x00444b80;MenuItemActionHandler_InGameMenu_MainButtons;void MenuItemActionHandler_InGameMenu_MainButtons(int param_1, ...)
0x004451c0;MenuItemActionHandler_InGameMenu_TriggerPlaceBuildingCommand;void MenuItemActionHandler_InGameMenu_TriggerPlaceBuildingCommand(int param_1, ...)
0x00446920;MenuItemActionHandler_BuildMenu_UnitActionButtons;void MenuItemActionHandler_BuildMenu_UnitActionButtons(int param_1, ...)
0x00446c00;MenuView_BuildingAndStatusMenu_Prepare;void MenuView_BuildingAndStatusMenu_Prepare(void)
0x004476b0;MenuItemRenderFunction_BuildingAndStatusMenu_BuildingWorkStatus;void MenuItemRenderFunction_BuildingAndStatusMenu_BuildingWorkStatus(int param_1, ...)
0x00447a50;RenderStatusMenu_Chimp;void RenderStatusMenu_Chimp(void)
0x00447cf0;RenderBuildingMenu_Gatehouse;void RenderBuildingMenu_Gatehouse(void)
0x00447d30;RenderBuildingMenu_Tower;void RenderBuildingMenu_Tower(void)
0x00447dc0;RenderStatusMenu_Overview;void RenderStatusMenu_Overview(void)
0x00447fa0;RenderStatusMenu_Army;void RenderStatusMenu_Army(void)
0x004482f0;MenuView_LobbyMenu_DoEveryFrame;void MenuView_LobbyMenu_DoEveryFrame(void)
0x00448d40;MenuView_SingleplayerMapChoice_Prepare;void MenuView_SingleplayerMapChoice_Prepare(void)
0x00448e90;MenuView_SingleplayerMapChoice_DoEveryFrame;void MenuView_SingleplayerMapChoice_DoEveryFrame(void)
0x00449290;MenuItemActionHandler_SingleplayerMapChoice_MapTableHeader;void MenuItemActionHandler_SingleplayerMapChoice_MapTableHeader(int param_1, ...)
0x004494e0;MenuView_BuildingAndStatusMenu_DoEveryFrame;void MenuView_BuildingAndStatusMenu_DoEveryFrame(void)
0x00449b20;freeMemoryAt;void freeMemoryAt(SFXState * this)
0x00449b30;loadWavSounds;void loadWavSounds(SFXState * this, char * param_1)
0x00449c40;setUpSFXToPlayUnk;void setUpSFXToPlayUnk(SFXState * this, SoundEffectID sfxOffsetInArray)
0x00449cc0;setSoundWithVariation;void setSoundWithVariation(SFXState * this, int unknownSfxID, int volumePercentage)
0x00449d50;scheduleSFXVariation;void scheduleSFXVariation(SFXState * this, int sfxGroupID, int variationIndex)
0x00449dc0;playSFXAtLocation;void playSFXAtLocation(SFXState * this, int xPosition, int yPosition, eSFX sfxOffsetInArray)
0x00449f10;playSFXAtLocationFullVolume;void playSFXAtLocationFullVolume(SFXState * this, int xPosition, int yPosition, int sfxOffsetInArray)
0x00449ff0;resetScheduledSoundRequests;void resetScheduledSoundRequests(SFXState * this)
0x0044a050;Constructor_SFXState_resetAmbientEventCounters;undefined Constructor_SFXState_resetAmbientEventCounters(void)
0x0044a0d0;notifyAmbientSoundEvent;void notifyAmbientSoundEvent(SFXState * this, int ambientSoundType)
0x0044a0f0;playAmbientSoundStreamUnk;void playAmbientSoundStreamUnk(SFXState * this, AmbientSFXType ambientSoundIndexUnk)
0x0044a1b0;playAmbientSoundStream2Unk;void playAmbientSoundStream2Unk(SFXState * this, int ambientSoundIndexUnk)
0x0044a240;getSoundVolumeForFilename;int getSoundVolumeForFilename(SFXState * this, char * soundFileName)
0x0044a290;playUnitSpeechEffect;void playUnitSpeechEffect(SFXState * this, uint speechEffectID)
0x0044a3a0;playSpeechSFX;void playSpeechSFX(SFXState * this, SpeechEffectID speechID)
0x0044a460;playWAVSFX;void playWAVSFX(SFXState * this, CHAR_CONST * wav_filename)
0x0044a500;playOnSpeechSfxStream;void playOnSpeechSfxStream(SFXState * this, char * filename)
0x0044a5a0;playSpeechSFXFile;void playSpeechSFXFile(SFXState * this, char * filename)
0x0044a620;playVictoryMusic678;void playVictoryMusic678(SFXState * this)
0x0044a6e0;playSFXWeAreUnderAttack;void playSFXWeAreUnderAttack(SFXState * this)
0x0044a720;ResetGreatestLordGenieSpeechState;void ResetGreatestLordGenieSpeechState(void)
0x0044a830;ComputePlayerPoints1;int ComputePlayerPoints1(int playerID)
0x0044aa70;UpdateUnitValueLoss;void UpdateUnitValueLoss(int value)
0x0044aa80;UpdateUnitLossData;void UpdateUnitLossData(int lossValue, int playerID)
0x0044aaa0;UpdateDestroyedBuildingCountData;void UpdateDestroyedBuildingCountData(int param_1)
0x0044aab0;UpdateUnitLossSpeechFeedback_RelativeValueForGenie;int UpdateUnitLossSpeechFeedback_RelativeValueForGenie(int larger, int smaller)
0x0044ab70;Constructor_SFXState;SFXState * Constructor_SFXState(SFXState * this)
0x0044abb0;tweakVolume;void tweakVolume(SFXState * this, int param_1, float param_2, int currentStreamID)
0x0044ae90;readVolumeFileAndSetupSoundVolumes;void readVolumeFileAndSetupSoundVolumes(SFXState * this)
0x0044b210;playUnitSpeech;void playUnitSpeech(SFXState * this, UnitType unitType, int actionID)
0x0044b680;ComputePlayerRanking;int ComputePlayerRanking(int playerID)
0x0044b760;GetPlayerAtRank;int GetPlayerAtRank(int rankingPosition)
0x0044b7d0;IfAiGreatestLordGetAiType;int IfAiGreatestLordGetAiType(void)
0x0044b800;GetLowestRankedAlivePlayer;void GetLowestRankedAlivePlayer(void)
0x0044b840;UpdateUnitLossSpeechFeedback;void UpdateUnitLossSpeechFeedback(void)
0x0044bca0;loadSFX;void loadSFX(SFXState * this, int param_1)
0x0044bce0;updateAmbientSoundStream;void updateAmbientSoundStream(SFXState * this)
0x0044c400;ComputeCurrentPlayerRanking;void ComputeCurrentPlayerRanking(void)
0x0044c410;PlaySFXVoices;void PlaySFXVoices(void)
0x0044c740;soundRelatedMethod1;void soundRelatedMethod1(SFXState * this)
0x0044c7e0;Destructor_TextureRenderCore;void Destructor_TextureRenderCore(TextureRenderCore * this)
0x0044c850;drawLoadingBarUnk;void drawLoadingBarUnk(TextureRenderCore * this, GmID currentGmId, int barLengthUnk)
0x0044c8f0;transformGmColorTableFromRGB555To565IfRequired;void transformGmColorTableFromRGB555To565IfRequired(TextureRenderCore * this, int gmID)
0x0044c940;transformRawWithMarkerUnkToRGB555To565;void transformRawWithMarkerUnkToRGB555To565(TextureRenderCore * this, int imageOffset, int imageSize)
0x0044c9c0;transformTgxFromRGB555ToRGB565;void transformTgxFromRGB555ToRGB565(TextureRenderCore * this, ushort * tgxDataPtr, int tgxByteSize)
0x0044cae0;transformTileObjectToRGB565;undefined transformTileObjectToRGB565(void)
0x0044cb60;transformRawToRGB555To565;void transformRawToRGB555To565(TextureRenderCore * this, int imageOffset, int imageSize)
0x0044cbe0;transformBGR24ToScreenColor;RGB15 transformBGR24ToScreenColor(TextureRenderCore * this, BGR24 color)
0x0044cc30;clearSomeMemory;void clearSomeMemory(TextureRenderCore * this)
0x0044cca0;setMapSurfaceHeightRange;void setMapSurfaceHeightRange(TextureRenderCore * this, int start, int end)
0x0044ccc0;setMapSurfaceHeightRangeUnk;void setMapSurfaceHeightRangeUnk(TextureRenderCore * this)
0x0044ccd0;temporarySaveMapSurfaceHeightRangeUnk;void temporarySaveMapSurfaceHeightRangeUnk(TextureRenderCore * this)
0x0044ccf0;restoreMapSurfaceHeightRangeFromTemporaryUnk;void restoreMapSurfaceHeightRangeFromTemporaryUnk(TextureRenderCore * this)
0x0044cd10;setScreenMenuSurfaceHeightRange;void setScreenMenuSurfaceHeightRange(TextureRenderCore * this, int start, int end)
0x0044cd30;setScreenMenuSurfaceHeightRangeToResolution;void setScreenMenuSurfaceHeightRangeToResolution(TextureRenderCore * this)
0x0044cd40;drawBitmapFace;void drawBitmapFace(TextureRenderCore * this, int bitmapFaceIndex, int xPos, int yPos)
0x0044ce00;renderFacesSmallUnk;void renderFacesSmallUnk(TextureRenderCore * this, int facesIndex, int drawX, int drawY)
0x0044ceb0;drawBitmapFaceWithBlendUnk;void drawBitmapFaceWithBlendUnk(TextureRenderCore * this, int bitmapFaceIndex, int xPos, int yPos, int colorOrBlendOrGammaUnk)
0x0044d3d0;renderFunctionResponsibleForManyGameObjects;void renderFunctionResponsibleForManyGameObjects(TextureRenderCore * this, int drawX, int drawY, int imageWidth, int imageHeight, ushort * imageAddress)
0x0044e510;InitBlendFilterArraysUnk;void InitBlendFilterArraysUnk(void)
0x0044e630;renderInterfaceOrBuildingOccupationArea;void renderInterfaceOrBuildingOccupationArea(TextureRenderCore * this, int x, int y, int width, int height, ushort * imageDataPtr, int blendStrengthUnk)
0x0044f020;renderBlendedBlackBox;void renderBlendedBlackBox(TextureRenderCore * this, int drawX, int drawY, int drawXEnd, int drawYEnd, int blendStrengthUnk)
0x0044f170;renderGmWithPreparedAlphaMask;void renderGmWithPreparedAlphaMask(TextureRenderCore * this, int x, int y, int width, int height, ushort * imageDataPtr, int blendStrength)
0x0044f6f0;renderTgxWithColorUnk;void renderTgxWithColorUnk(TextureRenderCore * this, int xPos, int yPos, int width, int height, ushort * imageSource, ushort fillColorUnk)
0x0044f850;renderTgxWithColorAndBlendingUnk;void renderTgxWithColorAndBlendingUnk(TextureRenderCore * this, int xPos, int yPos, int width, int height, ushort * imageSource, ushort fillColorUnk, int blendStrengthUnk)
0x0044fbf0;renderUnitAnimationUnk;void renderUnitAnimationUnk(TextureRenderCore * this, int xPosition, int yPosition, int width, int height, byte * imageAddress)
0x00451e00;renderUnitAnimationWithBlendingUnk;void renderUnitAnimationWithBlendingUnk(TextureRenderCore * this, int xPosition, int yPosition, int width, int height, byte * imageAddress, int blendStrengthUnk)
0x00452900;RenderTerrainTilesCenterPiece;void RenderTerrainTilesCenterPiece(void)
0x00453600;ApplyBlending;void ApplyBlending(int param_1)
0x00453b00;BlitMapImageWithVerticalClip;void BlitMapImageWithVerticalClip(void)
0x00454080;BlitMapImageWithVerticalClipAndYOffset;void BlitMapImageWithVerticalClipAndYOffset(void)
0x00454620;loadGfxFile;int loadGfxFile(TextureRenderCore * this, char * tgxFileName)
0x00454700;loadGFX8;int loadGFX8(TextureRenderCore * this, char * gfx8Filename)
0x004547c0;loadGfxAtBufferEnd;int loadGfxAtBufferEnd(TextureRenderCore * this, char * fileName)
0x004548d0;CheckGfxResourceExists;undefined CheckGfxResourceExists(void)
0x00454900;renderLoadedGfx;void renderLoadedGfx(TextureRenderCore * this, int loadedGfxIndex, int xPos, int yPos)
0x00454960;setRenderingRectToGameResolution;void setRenderingRectToGameResolution(TextureRenderCore * this)
0x00454990;setRenderingRect;void setRenderingRect(TextureRenderCore * this, int xPos, int yPos, int width, int heigth)
0x004549c0;checkIfGfxTgxStartsWithTransparentPixels;BOOLEnum checkIfGfxTgxStartsWithTransparentPixels(TextureRenderCore * this, int gfxIndex)
0x004549f0;renderGfxTgxWithBlending;void renderGfxTgxWithBlending(TextureRenderCore * this, int gfxIndex, int x, int y, int blendStrengthUnk)
0x00454a60;drawTgxOnFlaggedSurface;void drawTgxOnFlaggedSurface(TextureRenderCore * this, int xPos, int yPos, int gfxWidth, int gfxHeight, ushort * tgxSourcePtr)
0x00454cb0;loadCampaignMapGfxUnk;void loadCampaignMapGfxUnk(TextureRenderCore * this)
0x00454ee0;setMenuTabIndexUnk;void setMenuTabIndexUnk(TextureRenderCore * this, int indexToSetToMinusOne)
0x00454ef0;setActiveMenuTabIndexToZero;void setActiveMenuTabIndexToZero(TextureRenderCore * this)
0x00454f00;moveOverlappingMenuPartsToMapSurface;void moveOverlappingMenuPartsToMapSurface(TextureRenderCore * this)
0x00455050;Constructor_TextureRenderCore;TextureRenderCore * Constructor_TextureRenderCore(TextureRenderCore * this, int processedImageDataBufferSize, int gmAndGfxImageDataBufferSize, int unknownMemSize)
0x00455250;transformUncompressedImageWithMarkerUnkToRGB565;void transformUncompressedImageWithMarkerUnkToRGB565(TextureRenderCore * this, int imageIndex)
0x00455270;transformTgxCompressedImageToRGB565;void transformTgxCompressedImageToRGB565(TextureRenderCore * this, int imageIndex)
0x00455290;transformTilesetToRGB565;void transformTilesetToRGB565(TextureRenderCore * this, int imageIndex)
0x004552e0;transformUncompressedImageToRGB565;void transformUncompressedImageToRGB565(TextureRenderCore * this, int imageIndex)
0x00455300;renderGM;void renderGM(TextureRenderCore * this, eGM gmID, int imageID, int drawX, int drawY)
0x00455390;renderGMWithBlending;void renderGMWithBlending(TextureRenderCore * this, GmID GmID, int imageID, int drawX, int drawY, int blendStrengthUnk)
0x004554a0;drawTgxGmOnFlaggedSurface;void drawTgxGmOnFlaggedSurface(TextureRenderCore * this, GmID gmId, int imageIndexInGm, int xPos, int yPos)
0x00455540;renderTextChar;void renderTextChar(TextureRenderCore * this, int xPos, int yPos, int imageId, FontRenderType renderType, int lineHeight, ushort fillColor, int blendStrength)
0x004557b0;renderGMWithAlphaMask;void renderGMWithAlphaMask(TextureRenderCore * this, GmID gmID, int imageID, int xPos, int yPos, GmID maskGmID, int alphaImageID, int blendStrength)
0x004558e0;drawGfxOnFlaggedSurface;void drawGfxOnFlaggedSurface(TextureRenderCore * this, int gfxIndex, int xPos, int yPos)
0x00455930;adaptGmColorsToRGB565IfRequired;void adaptGmColorsToRGB565IfRequired(TextureRenderCore * this, int gmID, int imageIndex)
0x004559b0;loadGMFile;void loadGMFile(TextureRenderCore * this, GmID gmID, char * gmFileName)
0x00455c60;loadGmFiles;void loadGmFiles(TextureRenderCore * this, char * fileNameArray)
0x00455d40;clearMapAndTimeAndPlayerData;void clearMapAndTimeAndPlayerData(GameStateStructures * this)
0x00455d90;clearCurrentResourcesAndStrongWalls;void clearCurrentResourcesAndStrongWalls(GameStateStructures * this)
0x00455e10;resetVariousCountsAndStatisticsAndStartGoodsAndResources;void resetVariousCountsAndStatisticsAndStartGoodsAndResources(GameStateStructures * this)
0x004560f0;resetCountsAndStatistics;void resetCountsAndStatistics(GameStateStructures * this)
0x004563b0;isFullIDEqualsToMinus1;BOOLEnum isFullIDEqualsToMinus1(GameStateStructures * this, int param_1)
0x004563d0;processUnitLossStatistic;void processUnitLossStatistic(GameStateStructures * this, int playerID, int unitID)
0x004565a0;setLastEncounteredTroopUnit;uint setLastEncounteredTroopUnit(GameStateStructures * this, int playerID, int unitID)
0x00456670;updateDateAndTime;void updateDateAndTime(GameStateStructures * this, BOOLEnum startOfWeekAsCurrentTickIs0, int currentTick)
0x00456750;setMonthAndYear;void setMonthAndYear(GameStateStructures * this, int month, int year)
0x004567a0;clearSignpostData;void clearSignpostData(GameStateStructures * this)
0x00456810;computeSignPostEntryData;void computeSignPostEntryData(GameStateStructures * this)
0x00456870;nof_fpoints_locationFinder;void nof_fpoints_locationFinder(GameStateStructures * this)
0x004568b0;calculateAttackVectorsToCampFireOfPlayer;void calculateAttackVectorsToCampFireOfPlayer(GameStateStructures * this, int playerID)
0x004568f0;countActiveSignposts;int countActiveSignposts(GameStateStructures * this)
0x004569e0;hasAnySignpost;BOOLEnum hasAnySignpost(GameStateStructures * this)
0x00456ad0;pickRandomAccessibleSignpostEntry;int pickRandomAccessibleSignpostEntry(GameStateStructures * this)
0x00456c50;clearDataAndSignpostDataIfNecessary;void clearDataAndSignpostDataIfNecessary(GameStateStructures * this)
0x00456ef0;addSignpostToBuildingEntryData;void addSignpostToBuildingEntryData(GameStateStructures * this, int buildingID)
